year,AFG,ALB,ALG,ANG,ARG,ARM,AUL,AUS,AZE,BAD,BAH,BAV,BEL,BEN,BFO,BHU,BLR,BNG,BOL,BOS,BOT,BRA,BUI,BUL,CAM,CAN,CAO,CAP,CEN,CHA,CHL,CHN,COL,COM,CON,COS,CRO,CUB,CYP,CZE,CZR,DEN,DJI,DOM,DRV,ECU,EGY,EQG,ERI,EST,ETH,ETI,ETM,FIN,FJI,FRN,GAB,GAM,GCL,GDR,GFR,GHA,GMY,GNB,GRC,GRG,GUA,GUI,GUY,HAI,HON,HUN,IND,INS,IRE,IRN,IRQ,ISR,ITA,IVO,JAM,JOR,JPN,KEN,KOR,KOS,KUW,KYR,KZK,LAO,LAT,LBR,LEB,LES,LIB,LIT,LUX,MAA,MAC,MAG,MAL,MAS,MAW,MEX,MLD,MLI,MNT,MOD,MON,MOR,MYA,MZM,NAM,NEP,NEW,NIC,NIG,NIR,NOR,NTH,OFS,OMA,PAK,PAN,PAP,PAR,PER,PHI,PKS,PMA,PNG,POL,POR,PRK,QAT,ROK,RUM,RUS,RVN,RWA,SAF,SAL,SAR,SAU,SAX,SDN,SEN,SER,SIC,SIE,SIN,SLO,SLV,SOL,SOM,SPN,SRI,SSU,SUD,SUR,SWA,SWD,SWZ,SYR,TAJ,TAW,TAZ,THI,TKM,TOG,TRI,TUN,TUR,TUS,UAE,UGA,UKG,UKR,UPC,URU,USA,USR,UZB,VEN,VIE,WRT,YAR,YEM,YGS,YPR,YUG,ZAI,ZAM,ZIM
1946,-10,-9,NA,NA,-8,NA,10,10,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,-5,NA,NA,7,NA,-6,NA,10,NA,NA,NA,NA,2,-5,5,NA,NA,10,NA,3,NA,10,NA,10,NA,-9,NA,-1,1,NA,NA,NA,-9,NA,NA,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,5,NA,NA,-1,-3,-4,NA,2,8,-1,-4,NA,5,NA,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-9,NA,NA,NA,NA,-3,10,-8,NA,NA,10,10,NA,-6,NA,-3,NA,-9,2,2,NA,NA,NA,-5,-9,NA,NA,NA,-7,NA,NA,NA,4,-8,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,10,10,5,NA,NA,NA,-3,NA,NA,NA,NA,7,NA,NA,NA,10,NA,NA,0,10,-9,NA,-3,NA,NA,-9,NA,NA,NA,-7,NA,NA,NA
1947,-10,-9,NA,NA,-9,NA,10,10,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,-5,NA,NA,5,NA,-7,NA,10,NA,NA,NA,NA,2,-5,5,NA,NA,10,NA,3,NA,2,NA,10,NA,-9,NA,-1,1,NA,NA,NA,-9,NA,NA,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,5,NA,NA,-2,-3,-6,NA,2,8,-1,-4,NA,8,NA,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-9,NA,NA,NA,NA,-5,10,-8,NA,NA,10,10,NA,-6,NA,-3,NA,-5,2,2,-4,NA,NA,-7,-9,NA,NA,NA,-7,NA,NA,NA,4,-8,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,10,10,5,NA,NA,NA,-3,NA,NA,NA,NA,7,NA,NA,NA,10,NA,NA,0,10,-9,NA,-3,NA,NA,-7,NA,NA,NA,-7,NA,NA,NA
1948,-10,-9,NA,NA,-9,NA,10,10,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,-5,NA,NA,5,NA,-7,NA,10,NA,NA,NA,NA,2,-5,-5,NA,NA,10,NA,3,NA,-7,NA,10,NA,-9,NA,2,1,NA,NA,NA,-9,NA,NA,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,5,NA,NA,-3,-3,-7,NA,3,8,-1,-4,10,10,NA,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-9,NA,8,NA,NA,-5,10,-8,NA,NA,10,10,NA,-6,NA,-3,NA,-5,-6,2,2,NA,NA,-7,-9,-7,NA,-3,-7,NA,NA,NA,4,-7,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,7,NA,NA,NA,NA,10,10,5,NA,NA,NA,-3,NA,NA,NA,NA,7,NA,NA,NA,10,NA,NA,0,10,-9,NA,-3,NA,NA,-6,NA,NA,NA,-7,NA,NA,NA
1949,-10,-9,NA,NA,-9,NA,10,10,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,-5,NA,NA,5,NA,-7,NA,10,NA,NA,NA,NA,2,-8,-5,NA,NA,10,NA,3,NA,-7,NA,10,NA,-9,NA,2,1,NA,NA,NA,-9,NA,NA,10,NA,10,NA,NA,NA,-7,10,NA,NA,NA,4,NA,5,NA,NA,-4,-3,-7,NA,3,8,-1,-4,10,10,NA,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-9,NA,8,NA,NA,-5,10,-8,NA,NA,10,10,NA,-6,NA,-1,NA,-5,-6,2,4,NA,NA,-7,-9,-7,NA,-3,-7,NA,NA,NA,4,-7,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,7,NA,NA,NA,NA,10,10,-7,NA,-8,NA,-3,NA,NA,NA,NA,7,NA,NA,NA,10,NA,NA,0,10,-9,NA,-3,NA,NA,-6,NA,NA,NA,-7,NA,NA,NA
1950,-10,-9,NA,NA,-9,NA,10,10,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,-5,NA,NA,5,NA,-7,NA,10,NA,NA,NA,NA,2,-8,-5,NA,NA,10,NA,3,NA,-7,NA,10,NA,-9,NA,2,1,NA,NA,NA,-9,NA,NA,10,NA,10,NA,NA,NA,-8,10,NA,NA,NA,4,NA,2,NA,NA,-5,-3,-7,9,0,8,-1,-4,10,10,NA,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-9,NA,8,NA,NA,-5,10,-8,NA,NA,10,10,NA,-6,NA,-1,NA,-5,-2,5,4,NA,NA,-7,-9,-7,NA,-3,-7,NA,NA,NA,4,-6,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,7,NA,NA,NA,NA,10,10,2,NA,-8,NA,-3,NA,NA,NA,NA,7,NA,NA,NA,10,NA,NA,0,10,-9,NA,-3,NA,NA,-6,NA,NA,NA,-7,NA,NA,NA
1951,-10,-9,NA,NA,-9,NA,10,10,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,-5,NA,NA,5,NA,-7,NA,10,NA,NA,NA,NA,2,-8,-5,NA,NA,10,NA,3,NA,-7,NA,10,NA,-9,NA,2,1,NA,NA,NA,-9,NA,NA,10,NA,10,NA,NA,NA,-8,10,NA,NA,NA,4,NA,2,NA,NA,-5,-3,-7,9,0,8,-1,-4,10,10,NA,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,2,NA,-7,NA,10,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-9,NA,8,NA,NA,-7,10,-8,NA,NA,10,10,NA,-6,NA,-1,NA,-5,-2,5,5,NA,NA,-7,-9,-7,NA,-3,-7,NA,NA,NA,4,-6,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,7,NA,NA,NA,NA,10,10,-7,NA,-8,NA,-3,NA,NA,NA,NA,7,NA,NA,NA,10,NA,NA,0,10,-9,NA,-3,NA,NA,-6,NA,NA,NA,-7,NA,NA,NA
1952,-10,-9,NA,NA,-9,NA,10,10,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,-4,NA,NA,5,NA,-7,NA,10,NA,NA,NA,NA,2,-8,-5,NA,NA,10,NA,0,NA,-7,NA,10,NA,-9,NA,2,-7,NA,NA,NA,-9,NA,NA,10,NA,10,NA,NA,NA,-8,10,NA,NA,NA,4,NA,2,NA,NA,-5,-3,-7,9,0,10,-1,-4,10,10,NA,NA,-1,10,NA,NA,NA,NA,NA,NA,NA,NA,-6,2,NA,-7,NA,10,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-7,NA,8,NA,NA,-7,10,-8,NA,NA,10,10,NA,-6,NA,-1,NA,-5,-2,5,5,NA,NA,-7,-9,-7,NA,-4,-7,NA,NA,NA,4,-6,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,7,NA,NA,NA,NA,10,10,-7,NA,-8,NA,-6,NA,NA,NA,NA,7,NA,NA,NA,10,NA,NA,8,10,-9,NA,-3,NA,NA,-6,NA,NA,NA,-7,NA,NA,NA
1953,-10,-9,NA,NA,-9,NA,10,10,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,-4,NA,NA,5,NA,-7,-3,10,NA,NA,NA,NA,2,-8,-5,NA,NA,10,NA,-3,NA,-7,NA,10,NA,-9,NA,2,-7,NA,NA,NA,-9,NA,NA,10,NA,10,NA,NA,NA,-8,10,NA,NA,NA,4,NA,2,NA,NA,-5,-3,-7,9,0,10,-4,-4,10,10,NA,NA,-1,10,NA,NA,NA,NA,NA,NA,NA,NA,-6,2,NA,-7,NA,10,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-7,NA,8,NA,NA,-7,10,-8,NA,NA,10,10,NA,-6,NA,-1,NA,-5,-2,5,5,NA,NA,-7,-9,-7,NA,-4,-7,NA,NA,NA,4,-6,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,7,NA,NA,NA,NA,10,10,-7,NA,-8,NA,-6,NA,NA,NA,NA,7,NA,NA,NA,10,NA,NA,8,10,-7,NA,-3,NA,NA,-6,NA,NA,NA,-7,NA,NA,NA
1954,-10,-9,NA,NA,-9,NA,10,10,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,-4,NA,NA,5,NA,-7,-6,10,NA,NA,NA,NA,2,-8,-5,NA,NA,10,NA,-6,NA,-7,NA,10,NA,-9,-9,2,-7,NA,NA,NA,-9,NA,NA,10,NA,10,NA,NA,NA,-8,10,NA,NA,NA,4,NA,-6,NA,NA,-5,-3,-7,9,0,10,-7,-4,10,10,NA,NA,-1,10,NA,NA,NA,NA,NA,NA,0,NA,-6,2,NA,-7,NA,10,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-7,NA,8,NA,NA,-7,10,-8,NA,NA,10,10,NA,-6,NA,-1,NA,-9,-2,5,5,NA,NA,-7,-9,-7,NA,-4,-7,NA,NA,NA,4,-6,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,7,NA,NA,NA,NA,10,10,7,NA,-8,NA,-6,NA,NA,NA,NA,4,NA,NA,NA,10,NA,NA,8,10,-7,NA,-3,NA,NA,-6,NA,NA,NA,-7,NA,NA,NA
1955,-10,-9,NA,NA,-6,NA,10,10,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,-4,NA,NA,5,NA,-7,-9,10,NA,NA,NA,NA,5,-8,-5,NA,NA,10,NA,-9,NA,-7,NA,10,NA,-9,-9,2,-7,NA,NA,NA,-9,NA,NA,10,NA,10,NA,NA,NA,-8,10,NA,NA,NA,4,NA,-6,NA,NA,-5,-3,-7,9,0,10,-10,-4,10,10,NA,NA,-1,10,NA,NA,NA,NA,NA,NA,2,NA,-6,2,NA,-7,NA,10,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-7,NA,8,NA,NA,-7,10,-8,NA,NA,10,10,NA,-6,NA,4,NA,-9,-2,5,5,NA,NA,-7,-9,-7,NA,-4,-7,NA,-3,NA,4,-6,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,7,NA,NA,NA,NA,10,10,7,NA,-8,NA,-3,NA,NA,NA,NA,4,NA,NA,NA,10,NA,NA,8,10,-7,NA,-3,NA,NA,-6,NA,NA,NA,-7,NA,NA,NA
1956,-10,-9,NA,NA,-3,NA,10,10,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,-3,NA,NA,5,NA,-7,-9,10,NA,NA,NA,NA,5,-8,-5,NA,NA,10,NA,-9,NA,-7,NA,10,NA,-9,-9,2,-7,NA,NA,NA,-9,NA,NA,10,NA,10,NA,NA,NA,-8,10,NA,NA,NA,4,NA,-6,NA,NA,-5,-1,NA,9,0,10,-10,-4,10,10,NA,NA,-1,10,NA,NA,NA,NA,NA,NA,4,NA,-6,2,NA,-7,NA,10,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-7,-5,8,NA,NA,-7,10,-8,NA,NA,10,10,NA,-6,NA,4,NA,-9,5,5,8,NA,NA,-7,-9,-8,NA,-4,-7,NA,-3,NA,4,-5,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,7,NA,8,NA,NA,10,10,7,NA,-8,NA,-3,NA,NA,NA,NA,4,NA,NA,NA,10,NA,NA,8,10,-7,NA,-3,NA,NA,-6,NA,NA,NA,-7,NA,NA,NA
1957,-10,-9,NA,NA,-1,NA,10,10,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,-3,NA,NA,5,NA,-7,-9,10,NA,NA,NA,NA,5,-8,7,NA,NA,10,NA,-9,NA,-7,NA,10,NA,-9,-9,2,-7,NA,NA,NA,-9,NA,NA,10,NA,10,NA,NA,NA,-8,10,NA,NA,NA,4,NA,-6,NA,NA,-5,-1,-7,9,-1,10,-10,-4,10,10,NA,NA,-9,10,NA,NA,NA,NA,NA,NA,6,NA,-6,2,NA,-7,NA,10,NA,NA,NA,10,NA,NA,-6,NA,NA,NA,NA,-7,-5,8,NA,NA,-4,10,-8,NA,NA,10,10,NA,-10,NA,4,NA,-9,5,5,8,NA,NA,-7,-9,-8,NA,-4,-7,NA,-3,NA,4,-5,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,7,NA,8,NA,NA,10,10,7,NA,-8,NA,-3,NA,NA,NA,NA,4,NA,NA,NA,10,NA,NA,8,10,-7,NA,-3,NA,NA,-6,NA,NA,NA,-7,NA,NA,NA
1958,-10,-9,NA,NA,-1,NA,10,10,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,-3,NA,NA,6,NA,-7,-9,10,NA,NA,NA,NA,5,-8,7,NA,NA,10,NA,-9,NA,-7,NA,10,NA,-9,-9,2,-7,NA,NA,NA,-9,NA,NA,10,NA,5,NA,NA,NA,-8,10,NA,NA,NA,4,NA,-5,-9,NA,-8,-1,-7,9,-1,10,-10,-5,10,10,NA,NA,-9,10,NA,NA,NA,NA,NA,NA,8,NA,-6,2,NA,-7,NA,10,NA,NA,NA,10,NA,NA,-6,NA,NA,NA,NA,-7,-5,8,NA,NA,-1,10,-8,NA,NA,10,10,NA,-10,NA,4,NA,-9,5,5,-7,NA,NA,-7,-9,-8,NA,-4,-7,NA,-3,NA,4,-5,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,7,NA,-7,NA,NA,10,10,NA,NA,-8,NA,-7,NA,NA,NA,NA,4,NA,NA,NA,10,NA,NA,8,10,-7,NA,6,NA,NA,-6,NA,NA,NA,-7,NA,NA,NA
1959,-10,-9,NA,NA,-1,NA,10,10,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,-3,NA,NA,6,NA,-7,-9,10,NA,NA,NA,NA,5,-8,7,NA,NA,10,NA,0,NA,-7,NA,10,NA,-9,-9,2,-7,NA,NA,NA,-9,NA,NA,10,NA,5,NA,NA,NA,-8,10,NA,NA,NA,4,NA,-5,-9,NA,-8,-1,-7,9,-5,10,-10,-5,10,10,NA,10,-9,10,NA,NA,NA,NA,NA,NA,8,NA,-6,2,NA,-7,NA,10,NA,NA,NA,10,NA,NA,-6,NA,NA,NA,NA,-7,-5,8,NA,NA,2,10,-8,NA,NA,10,10,NA,-10,NA,4,NA,-9,5,5,-7,NA,NA,-7,-9,-8,NA,-4,-7,NA,-3,NA,4,-5,NA,-10,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,-7,7,NA,-7,NA,NA,10,10,NA,NA,-8,NA,-7,NA,NA,NA,-9,4,NA,NA,NA,10,NA,NA,8,10,-7,NA,6,NA,NA,-6,NA,NA,NA,-7,NA,NA,NA
1960,-10,-9,NA,NA,-1,NA,10,10,NA,NA,NA,NA,10,2,-7,-10,NA,NA,-3,NA,NA,6,NA,-7,-9,10,-6,NA,-7,-9,5,-8,7,NA,4,10,NA,-4,8,-7,NA,10,NA,-9,-8,2,-7,NA,NA,NA,-9,NA,NA,10,NA,5,-7,NA,NA,-9,10,-8,NA,NA,4,NA,-5,-9,NA,-8,-1,-7,9,-5,10,-10,-5,10,10,-9,10,-9,10,NA,NA,NA,NA,NA,NA,-1,NA,-6,2,NA,-7,NA,10,-4,NA,-1,10,NA,NA,-6,NA,-7,NA,NA,-7,-5,8,NA,NA,-10,10,-8,8,-7,10,10,NA,-10,NA,4,NA,-9,5,5,-7,NA,NA,-7,-9,-8,NA,8,-7,NA,-3,NA,4,-3,NA,-10,NA,NA,-1,NA,NA,NA,7,NA,NA,NA,7,-7,7,NA,-7,NA,NA,10,10,NA,NA,-8,NA,-7,NA,-6,NA,-9,7,NA,NA,NA,10,NA,NA,8,10,-7,NA,6,NA,NA,-6,NA,NA,NA,-7,0,NA,NA
1961,-10,-9,NA,NA,-1,NA,10,10,NA,NA,NA,NA,10,2,-7,-10,NA,NA,-3,NA,NA,5,NA,-7,-9,10,-6,NA,-7,-9,5,-8,7,NA,4,10,NA,-7,8,-7,NA,10,NA,0,-8,-1,-7,NA,NA,NA,-9,NA,NA,10,NA,5,-7,NA,NA,-9,10,-8,NA,NA,4,NA,-5,-9,NA,-9,-1,-7,9,-5,10,-10,-5,10,10,-9,10,-9,10,NA,NA,NA,NA,NA,NA,0,NA,-6,2,NA,-7,NA,10,-4,NA,-1,10,NA,NA,-6,NA,-7,NA,NA,-7,-4,8,NA,NA,-10,10,-8,8,-7,10,10,NA,-10,NA,4,NA,-9,5,5,-7,NA,NA,-7,-9,-8,NA,-7,-7,NA,-3,-5,4,-3,NA,-10,NA,NA,-1,NA,NA,6,7,NA,NA,NA,7,-7,7,NA,-7,NA,NA,10,10,-2,NA,-8,-6,-7,NA,-6,NA,-9,9,NA,NA,NA,10,NA,NA,8,10,-7,NA,6,NA,NA,-6,NA,NA,NA,-7,0,NA,NA
1962,-10,-9,-8,NA,-1,NA,10,10,NA,NA,NA,NA,10,2,-7,-10,NA,NA,-3,NA,NA,5,0,-7,-9,10,-6,NA,-7,-9,5,-8,7,NA,4,10,NA,-7,8,-7,NA,10,NA,8,-8,-1,-7,NA,NA,NA,-9,NA,NA,10,NA,5,-7,NA,NA,-9,10,-9,NA,NA,4,NA,-5,-9,NA,-9,-1,-7,9,-5,10,-10,-5,10,10,-9,10,-9,10,NA,NA,NA,NA,NA,NA,0,NA,-6,2,NA,-7,NA,10,-7,NA,-1,10,NA,NA,-6,NA,-7,NA,NA,-7,-4,-6,NA,NA,-9,10,-8,8,-7,10,10,NA,-10,NA,4,NA,-9,-6,5,1,NA,NA,-7,-9,-8,NA,-7,-7,NA,-3,-5,4,-3,NA,-10,NA,NA,-4,NA,NA,6,7,NA,NA,NA,7,-7,7,NA,-7,NA,NA,10,10,-2,NA,-8,-6,-7,NA,-6,8,-9,9,NA,NA,7,10,NA,NA,8,10,-7,NA,6,NA,NA,0,NA,NA,NA,-7,0,NA,NA
1963,-10,-9,-8,NA,-1,NA,10,10,NA,NA,NA,NA,10,-1,-7,-10,NA,NA,-3,NA,NA,3,-3,-7,-9,10,-6,NA,-7,-9,5,-8,7,NA,-7,10,NA,-7,0,-7,NA,10,NA,0,-8,-1,-7,NA,NA,NA,-9,NA,NA,10,NA,5,-7,NA,NA,-9,10,-9,NA,NA,4,NA,-5,-9,NA,-9,-1,-7,9,-5,10,-10,-5,10,10,-9,10,-9,10,2,NA,NA,-8,NA,NA,0,NA,-6,2,NA,-7,NA,10,-7,NA,-1,10,NA,NA,-6,NA,-7,NA,NA,-7,-3,-7,NA,NA,-9,10,-8,8,-7,10,10,NA,-10,NA,4,NA,-9,5,5,1,NA,NA,-7,-9,-8,NA,3,-7,NA,-3,-5,4,-3,NA,-10,NA,NA,-7,NA,NA,6,NA,NA,NA,NA,7,-7,7,NA,-7,NA,NA,10,10,-7,NA,-8,-6,-7,NA,-6,8,-9,9,NA,NA,7,10,NA,NA,8,10,-7,NA,6,NA,NA,0,NA,NA,NA,-7,-3,NA,NA
1964,-7,-9,-8,NA,-1,NA,10,10,NA,NA,NA,NA,10,-4,-7,-10,NA,NA,-4,NA,NA,-3,-3,-7,-9,10,-6,NA,-7,-9,6,-8,7,NA,-7,10,NA,-7,0,-7,NA,10,NA,0,-8,-1,-7,NA,NA,NA,-9,NA,NA,10,NA,5,-7,NA,NA,-9,10,-9,NA,NA,4,NA,-5,-9,NA,-9,-1,-7,9,-5,10,-10,-5,10,10,-9,10,-9,10,2,NA,NA,-8,NA,NA,0,NA,-6,2,NA,-7,NA,10,-7,NA,-1,10,NA,-9,-6,NA,-7,NA,NA,-7,-3,-7,NA,NA,-9,10,-8,7,-7,10,10,NA,-10,NA,4,NA,-9,5,5,1,NA,NA,-7,-9,-8,NA,3,-7,NA,-3,-5,4,0,NA,-10,NA,NA,-7,NA,NA,6,NA,NA,NA,NA,7,-7,7,NA,0,NA,NA,10,10,-7,NA,-8,-6,-7,NA,-6,8,-9,9,NA,NA,7,10,NA,NA,8,10,-7,NA,6,NA,NA,0,NA,NA,NA,-7,-6,2,NA
1965,-7,-9,-9,NA,-1,NA,10,10,NA,NA,NA,NA,10,-7,-7,-10,NA,NA,-4,NA,NA,-9,-5,-7,-9,10,-6,NA,-7,-9,6,-8,7,NA,-7,10,NA,-7,0,-7,NA,10,NA,0,-8,-1,-7,NA,NA,NA,-9,NA,NA,10,NA,5,-7,8,NA,-9,10,-9,NA,NA,4,NA,-5,-9,NA,-9,-1,-7,9,-5,10,-10,-5,10,10,-9,10,-9,10,2,NA,NA,-9,NA,NA,0,NA,-6,2,NA,-7,NA,10,-7,NA,-1,10,NA,-9,-6,NA,-7,NA,NA,-7,-9,-7,NA,NA,-9,10,-8,7,-7,10,10,NA,-10,NA,4,NA,-9,5,5,1,NA,NA,-7,-9,-8,NA,3,-7,NA,NA,-5,4,0,NA,-10,NA,NA,-7,NA,NA,6,-2,NA,NA,NA,7,-7,7,NA,7,NA,NA,10,10,-7,NA,-8,-6,-7,NA,-6,8,-9,8,NA,NA,7,10,NA,NA,8,10,-7,NA,6,NA,NA,0,NA,NA,NA,-7,-9,2,NA
1966,-7,-9,-9,NA,-9,NA,10,10,NA,NA,NA,NA,10,-7,-7,-10,NA,NA,-4,NA,6,-9,-7,-7,-9,10,-7,NA,-7,-9,6,-9,7,NA,-7,10,NA,-7,0,-7,NA,10,NA,-3,-8,-1,-7,NA,NA,NA,-9,NA,NA,10,NA,5,-7,8,NA,-9,10,-7,NA,NA,4,NA,3,-9,2,-9,-1,-7,9,-6,10,-10,-5,10,10,-9,10,-9,10,0,NA,NA,-9,NA,NA,0,NA,-6,2,9,-7,NA,10,-7,NA,-1,10,NA,-9,-6,NA,-7,NA,NA,-7,-9,-7,NA,NA,-9,10,-8,-7,-7,10,10,NA,-10,NA,4,NA,-9,5,5,1,NA,NA,-7,-9,-9,NA,3,-7,NA,NA,-5,4,0,NA,-10,NA,NA,-7,NA,NA,6,-2,NA,NA,NA,7,-7,7,NA,7,NA,NA,10,10,-7,NA,-8,-6,-7,NA,-6,8,-9,8,NA,NA,0,10,NA,NA,8,10,-7,NA,6,NA,NA,-3,NA,NA,NA,-7,-9,2,NA
1967,-7,-9,-9,NA,-9,NA,10,10,NA,NA,NA,NA,10,-7,-7,-10,NA,NA,-4,NA,6,-9,-7,-7,-9,10,-7,NA,-7,-9,6,-9,7,NA,-7,10,NA,-7,0,-7,NA,10,NA,-3,-8,-1,-7,NA,NA,NA,-9,NA,NA,10,NA,5,-7,8,NA,-9,10,-7,NA,NA,-7,NA,3,-9,2,-9,-1,-7,9,-7,10,-10,-5,9,10,-9,10,-9,10,0,NA,NA,-9,NA,NA,0,NA,-6,2,9,-7,NA,10,-7,NA,-1,10,NA,-9,-6,NA,-7,NA,NA,-7,-9,-7,NA,NA,-9,10,-8,-7,-7,10,10,NA,-10,NA,4,NA,-8,5,5,1,NA,NA,-7,-9,-9,NA,3,-7,NA,NA,-5,4,0,NA,-10,NA,NA,-7,NA,NA,-7,-2,NA,NA,NA,7,-7,7,NA,7,NA,NA,10,10,-7,NA,-8,-6,-7,NA,-7,8,-9,8,NA,NA,-6,10,NA,NA,8,8,-7,NA,6,NA,NA,-3,NA,NA,-5,-7,-9,2,NA
1968,-7,-9,-9,NA,-9,NA,10,10,NA,NA,NA,NA,10,-7,-7,-10,NA,NA,-4,NA,6,-9,-7,-7,-9,10,-7,NA,-7,-9,6,-9,7,NA,-7,10,NA,-7,7,0,NA,10,NA,-3,-8,5,-7,2,NA,NA,-9,NA,NA,10,NA,5,-9,8,NA,-9,10,-7,NA,NA,-7,NA,3,-9,1,-9,-1,-7,9,-7,10,-10,-7,9,10,-9,10,-9,10,0,NA,NA,-9,NA,NA,0,NA,-6,2,9,-7,NA,10,-7,NA,-1,10,9,-9,-6,NA,-7,NA,NA,-7,-9,-7,NA,NA,-9,10,-8,-7,-7,10,10,NA,-10,NA,-7,NA,-8,-7,5,1,NA,NA,-7,-9,-9,NA,3,-7,NA,NA,-5,4,0,NA,-10,NA,NA,-7,NA,NA,1,-2,NA,NA,NA,7,-7,7,NA,7,NA,0,10,10,-7,NA,-8,-6,-2,NA,-7,8,-9,8,NA,NA,-6,10,NA,NA,8,8,-7,NA,7,NA,NA,-3,NA,NA,-5,-7,-9,0,NA
1969,-7,-9,-9,NA,-9,NA,10,10,NA,NA,NA,NA,10,-7,-6,-10,NA,NA,-4,NA,6,-9,-7,-7,-9,10,-7,NA,-7,-9,6,-8,7,NA,-7,10,NA,-7,7,-7,NA,10,NA,-3,-7,5,-7,-7,NA,NA,-9,NA,NA,10,NA,8,-9,8,NA,-9,10,-2,NA,NA,-7,NA,3,-9,1,-9,-1,-7,9,-7,10,-10,-7,9,10,-9,10,-9,10,-7,NA,NA,-9,NA,NA,0,NA,-6,2,9,-7,NA,10,-7,NA,-1,1,9,-9,-6,NA,-7,NA,NA,-7,-9,-7,NA,NA,-9,10,-8,-7,-7,10,10,NA,-10,NA,-7,NA,-8,-7,2,1,NA,NA,-7,-9,-9,NA,3,-7,NA,NA,-5,4,0,NA,-10,NA,NA,-7,NA,NA,1,-2,NA,NA,NA,-7,-7,7,NA,2,NA,0,10,10,-7,NA,-8,-6,2,NA,-7,8,-9,8,NA,NA,-7,10,NA,NA,8,8,-7,NA,9,NA,NA,-3,NA,NA,-5,-7,-9,0,NA
